,tissue_class,tissue_type,cancer_type,cell_type,cell_state,full_cell_name,marker,Symbol,Genetype,sex
14937,Kidney,Fetal kidney,Normal cell,Immune cell,Natural killer T (NKT) cell,Natural killer cell,KRT73,KRT73,protein_coding,Both
14938,Kidney,Fetal kidney,Normal cell,Immune cell,Natural killer T (NKT) cell,Natural killer cell,KRT81,KRT81,protein_coding,Both
14939,Kidney,Fetal kidney,Normal cell,Immune cell,Natural killer T (NKT) cell,Natural killer cell,KRT86,KRT86,protein_coding,Both
14940,Kidney,Fetal kidney,Normal cell,Immune cell,Natural killer T (NKT) cell,Natural killer cell,KRTCAP2,KRTCAP2,protein_coding,Both
14941,Kidney,Fetal kidney,Normal cell,Immune cell,Natural killer T (NKT) cell,Natural killer cell,KTN1,KTN1,protein_coding,Both
14942,Kidney,Fetal kidney,Normal cell,Immune cell,Natural killer T (NKT) cell,Natural killer cell,KXD1,KXD1,protein_coding,Both
14943,Kidney,Fetal kidney,Normal cell,Immune cell,Natural killer T (NKT) cell,Natural killer cell,LACTB,LACTB,protein_coding,Both
14944,Kidney,Fetal kidney,Normal cell,Immune cell,Natural killer T (NKT) cell,Natural killer cell,LAGE3,LAGE3,protein_coding,Both
14945,Kidney,Fetal kidney,Normal cell,Immune cell,Natural killer T (NKT) cell,Natural killer cell,LAIR2,LAIR2,protein_coding,Both
14946,Kidney,Fetal kidney,Normal cell,Immune cell,Natural killer T (NKT) cell,Natural killer cell,LAMP1,LAMP1,protein_coding,Both
14947,Kidney,Fetal kidney,Normal cell,Immune cell,Natural killer T (NKT) cell,Natural killer cell,LAMTOR1,LAMTOR1,protein_coding,Both
14948,Kidney,Fetal kidney,Normal cell,Immune cell,Natural killer T (NKT) cell,Natural killer cell,LAMTOR2,LAMTOR2,protein_coding,Both
14949,Kidney,Fetal kidney,Normal cell,Immune cell,Natural killer T (NKT) cell,Natural killer cell,LAMTOR4,LAMTOR4,protein_coding,Both
14950,Kidney,Fetal kidney,Normal cell,Immune cell,Natural killer T (NKT) cell,Natural killer cell,LAMTOR5,LAMTOR5,protein_coding,Both
14951,Kidney,Fetal kidney,Normal cell,Immune cell,Natural killer T (NKT) cell,Natural killer cell,LANCL2,LANCL2,protein_coding,Both
14952,Kidney,Fetal kidney,Normal cell,Immune cell,Natural killer T (NKT) cell,Natural killer cell,LAPTM4A,LAPTM4A,protein_coding,Both
14953,Kidney,Fetal kidney,Normal cell,Immune cell,Natural killer T (NKT) cell,Natural killer cell,LAPTM5,LAPTM5,protein_coding,Both
14954,Kidney,Fetal kidney,Normal cell,Immune cell,Natural killer T (NKT) cell,Natural killer cell,LARP7,LARP7,protein_coding,Both
14955,Kidney,Fetal kidney,Normal cell,Immune cell,Natural killer T (NKT) cell,Natural killer cell,LARS,LARS1,protein_coding,Both
14956,Kidney,Fetal kidney,Normal cell,Immune cell,Natural killer T (NKT) cell,Natural killer cell,LAS1L,LAS1L,protein_coding,Both
14957,Kidney,Fetal kidney,Normal cell,Immune cell,Natural killer T (NKT) cell,Natural killer cell,LASP1,LASP1,protein_coding,Both
14958,Kidney,Fetal kidney,Normal cell,Immune cell,Natural killer T (NKT) cell,Natural killer cell,LAT,LAT,protein_coding,Both
14959,Kidney,Fetal kidney,Normal cell,Immune cell,Natural killer T (NKT) cell,Natural killer cell,LAT2,LAT2,protein_coding,Both
14960,Kidney,Fetal kidney,Normal cell,Immune cell,Natural killer T (NKT) cell,Natural killer cell,LATS2-AS1,LATS2-AS1,lncRNA,Both
14961,Kidney,Fetal kidney,Normal cell,Immune cell,Natural killer T (NKT) cell,Natural killer cell,LAX1,LAX1,protein_coding,Both
14962,Kidney,Fetal kidney,Normal cell,Immune cell,Natural killer T (NKT) cell,Natural killer cell,LBH,LBH,protein_coding,Both
14963,Kidney,Fetal kidney,Normal cell,Immune cell,Natural killer T (NKT) cell,Natural killer cell,LBR,LBR,protein_coding,Both
14964,Kidney,Fetal kidney,Normal cell,Immune cell,Natural killer T (NKT) cell,Natural killer cell,LCK,LCK,protein_coding,Both
14965,Kidney,Fetal kidney,Normal cell,Immune cell,Natural killer T (NKT) cell,Natural killer cell,LCP1,LCP1,protein_coding,Both
14966,Kidney,Fetal kidney,Normal cell,Immune cell,Natural killer T (NKT) cell,Natural killer cell,LDB2,LDB2,protein_coding,Both
14967,Kidney,Fetal kidney,Normal cell,Immune cell,Natural killer T (NKT) cell,Natural killer cell,LDHA,LDHA,protein_coding,Both
14968,Kidney,Fetal kidney,Normal cell,Immune cell,Natural killer T (NKT) cell,Natural killer cell,LDHB,LDHB,protein_coding,Both
14969,Kidney,Fetal kidney,Normal cell,Immune cell,Natural killer T (NKT) cell,Natural killer cell,46088,LDOC1,protein_coding,Both
14970,Kidney,Fetal kidney,Normal cell,Immune cell,Natural killer T (NKT) cell,Natural killer cell,LEF1,LEF1,protein_coding,Both
14971,Kidney,Fetal kidney,Normal cell,Immune cell,Natural killer T (NKT) cell,Natural killer cell,LENG1,LENG1,protein_coding,Both
14972,Kidney,Fetal kidney,Normal cell,Immune cell,Natural killer T (NKT) cell,Natural killer cell,LEO1,LEO1,protein_coding,Both
14973,Kidney,Fetal kidney,Normal cell,Immune cell,Natural killer T (NKT) cell,Natural killer cell,LEPROTL1,LEPROTL1,protein_coding,Both
14974,Kidney,Fetal kidney,Normal cell,Immune cell,Natural killer T (NKT) cell,Natural killer cell,LETMD1,LETMD1,protein_coding,Both
14975,Kidney,Fetal kidney,Normal cell,Immune cell,Natural killer T (NKT) cell,Natural killer cell,LGALS1,LGALS1,protein_coding,Both
14976,Kidney,Fetal kidney,Normal cell,Immune cell,Natural killer T (NKT) cell,Natural killer cell,LIAS,LIAS,protein_coding,Both
14977,Kidney,Fetal kidney,Normal cell,Immune cell,Natural killer T (NKT) cell,Natural killer cell,LIF,LIF,protein_coding,Both
14978,Kidney,Fetal kidney,Normal cell,Immune cell,Natural killer T (NKT) cell,Natural killer cell,LIG3,LIG3,protein_coding,Both
14979,Kidney,Fetal kidney,Normal cell,Immune cell,Natural killer T (NKT) cell,Natural killer cell,LIMD2,LIMD2,protein_coding,Both
14980,Kidney,Fetal kidney,Normal cell,Immune cell,Natural killer T (NKT) cell,Natural killer cell,LIN52,LIN52,protein_coding,Both
14981,Kidney,Fetal kidney,Normal cell,Immune cell,Natural killer T (NKT) cell,Natural killer cell,LINC00299,LINC00299,lncRNA,Both
14982,Kidney,Fetal kidney,Normal cell,Immune cell,Natural killer T (NKT) cell,Natural killer cell,LINC00426,LINC00426,lncRNA,Both
14983,Kidney,Fetal kidney,Normal cell,Immune cell,Natural killer T (NKT) cell,Natural killer cell,LINC00539,LINC00539,lncRNA,Both
14984,Kidney,Fetal kidney,Normal cell,Immune cell,Natural killer T (NKT) cell,Natural killer cell,LINC00623,LINC00623,lncRNA,Both
14985,Kidney,Fetal kidney,Normal cell,Immune cell,Natural killer T (NKT) cell,Natural killer cell,LINC00649,LINC00649,lncRNA,Both
14986,Kidney,Fetal kidney,Normal cell,Immune cell,Natural killer T (NKT) cell,Natural killer cell,LINC00665,LINC00665,lncRNA,Both
14987,Kidney,Fetal kidney,Normal cell,Immune cell,Natural killer T (NKT) cell,Natural killer cell,LINC00672,LINC00672,protein_coding,Both
14988,Kidney,Fetal kidney,Normal cell,Immune cell,Natural killer T (NKT) cell,Natural killer cell,LINC00861,LINC00861,lncRNA,Both
14989,Kidney,Fetal kidney,Normal cell,Immune cell,Natural killer T (NKT) cell,Natural killer cell,LINC00869,LINC00869,transcribed_unprocessed_pseudogene,Both
14990,Kidney,Fetal kidney,Normal cell,Immune cell,Natural killer T (NKT) cell,Natural killer cell,LINC01116,LINC01116,lncRNA,Both
14991,Kidney,Fetal kidney,Normal cell,Immune cell,Natural killer T (NKT) cell,Natural killer cell,LINC01138,LINC01138,lncRNA,Both
14992,Kidney,Fetal kidney,Normal cell,Immune cell,Natural killer T (NKT) cell,Natural killer cell,LINC01588,LINC01588,lncRNA,Both
14993,Kidney,Fetal kidney,Normal cell,Immune cell,Natural killer T (NKT) cell,Natural killer cell,LINC01597,LINC01597,lncRNA,Both
14994,Kidney,Fetal kidney,Normal cell,Immune cell,Natural killer T (NKT) cell,Natural killer cell,C5orf17,LINC02899,lncRNA,Both
14995,Kidney,Fetal kidney,Normal cell,Immune cell,Natural killer T (NKT) cell,Natural killer cell,LINC-PINT,LINC-PINT,lncRNA,Both
14996,Kidney,Fetal kidney,Normal cell,Immune cell,Natural killer T (NKT) cell,Natural killer cell,LINGO2,LINGO2,protein_coding,Both
14997,Kidney,Fetal kidney,Normal cell,Immune cell,Natural killer T (NKT) cell,Natural killer cell,LINGO4,LINGO4,protein_coding,Both
14998,Kidney,Fetal kidney,Normal cell,Immune cell,Natural killer T (NKT) cell,Natural killer cell,LINS1,LINS1,protein_coding,Both
14999,Kidney,Fetal kidney,Normal cell,Immune cell,Natural killer T (NKT) cell,Natural killer cell,LITAF,LITAF,protein_coding,Both
15000,Kidney,Fetal kidney,Normal cell,Immune cell,Natural killer T (NKT) cell,Natural killer cell,LLGL2,LLGL2,protein_coding,Both
15001,Kidney,Fetal kidney,Normal cell,Immune cell,Natural killer T (NKT) cell,Natural killer cell,LLPH,LLPH,protein_coding,Both
15002,Kidney,Fetal kidney,Normal cell,Immune cell,Natural killer T (NKT) cell,Natural killer cell,LMAN2,LMAN2,protein_coding,Both
15003,Kidney,Fetal kidney,Normal cell,Immune cell,Natural killer T (NKT) cell,Natural killer cell,LMBR1L,LMBR1L,protein_coding,Both
15004,Kidney,Fetal kidney,Normal cell,Immune cell,Natural killer T (NKT) cell,Natural killer cell,LMBRD1,LMBRD1,protein_coding,Both
15005,Kidney,Fetal kidney,Normal cell,Immune cell,Natural killer T (NKT) cell,Natural killer cell,LMF2,LMF2,protein_coding,Both
15006,Kidney,Fetal kidney,Normal cell,Immune cell,Natural killer T (NKT) cell,Natural killer cell,LMNA,LMNA,protein_coding,Both
15007,Kidney,Fetal kidney,Normal cell,Immune cell,Natural killer T (NKT) cell,Natural killer cell,LMNB1,LMNB1,protein_coding,Both
15008,Kidney,Fetal kidney,Normal cell,Immune cell,Natural killer T (NKT) cell,Natural killer cell,LMNTD1,LMNTD1,protein_coding,Both
15009,Kidney,Fetal kidney,Normal cell,Immune cell,Natural killer T (NKT) cell,Natural killer cell,LMOD3,LMOD3,protein_coding,Both
15010,Kidney,Fetal kidney,Normal cell,Immune cell,Natural killer T (NKT) cell,Natural killer cell,LNPEP,LNPEP,protein_coding,Both
15011,Kidney,Fetal kidney,Normal cell,Immune cell,Natural killer T (NKT) cell,Natural killer cell,LONP2,LONP2,protein_coding,Both
15012,Kidney,Fetal kidney,Normal cell,Immune cell,Natural killer T (NKT) cell,Natural killer cell,LPCAT1,LPCAT1,protein_coding,Both
15013,Kidney,Fetal kidney,Normal cell,Immune cell,Natural killer T (NKT) cell,Natural killer cell,LPCAT4,LPCAT4,protein_coding,Both
15014,Kidney,Fetal kidney,Normal cell,Immune cell,Natural killer T (NKT) cell,Natural killer cell,LPIN1,LPIN1,protein_coding,Both
15015,Kidney,Fetal kidney,Normal cell,Immune cell,Natural killer T (NKT) cell,Natural killer cell,LPIN2,LPIN2,protein_coding,Both
15016,Kidney,Fetal kidney,Normal cell,Immune cell,Natural killer T (NKT) cell,Natural killer cell,LPP-AS2,LPP-AS2,lncRNA,Both
15017,Kidney,Fetal kidney,Normal cell,Immune cell,Natural killer T (NKT) cell,Natural killer cell,LPXN,LPXN,protein_coding,Both
15018,Kidney,Fetal kidney,Normal cell,Immune cell,Natural killer T (NKT) cell,Natural killer cell,LRBA,LRBA,protein_coding,Both
15019,Kidney,Fetal kidney,Normal cell,Immune cell,Natural killer T (NKT) cell,Natural killer cell,LRCH4,LRCH4,protein_coding,Both
15020,Kidney,Fetal kidney,Normal cell,Immune cell,Natural killer T (NKT) cell,Natural killer cell,LRP10,LRP10,protein_coding,Both
15021,Kidney,Fetal kidney,Normal cell,Immune cell,Natural killer T (NKT) cell,Natural killer cell,LRPAP1,LRPAP1,protein_coding,Both
15022,Kidney,Fetal kidney,Normal cell,Immune cell,Natural killer T (NKT) cell,Natural killer cell,LRPPRC,LRPPRC,protein_coding,Both
15023,Kidney,Fetal kidney,Normal cell,Immune cell,Natural killer T (NKT) cell,Natural killer cell,LRRC40,LRRC40,protein_coding,Both
15024,Kidney,Fetal kidney,Normal cell,Immune cell,Natural killer T (NKT) cell,Natural killer cell,LRRC43,LRRC43,protein_coding,Both
15025,Kidney,Fetal kidney,Normal cell,Immune cell,Natural killer T (NKT) cell,Natural killer cell,LRRC45,LRRC45,protein_coding,Both
15026,Kidney,Fetal kidney,Normal cell,Immune cell,Natural killer T (NKT) cell,Natural killer cell,LRRC47,LRRC47,protein_coding,Both
15027,Kidney,Fetal kidney,Normal cell,Immune cell,Natural killer T (NKT) cell,Natural killer cell,LRRC59,LRRC59,protein_coding,Both
15028,Kidney,Fetal kidney,Normal cell,Immune cell,Natural killer T (NKT) cell,Natural killer cell,LRRC75A,LRRC75A,protein_coding,Both
15029,Kidney,Fetal kidney,Normal cell,Immune cell,Natural killer T (NKT) cell,Natural killer cell,LRRFIP1,LRRFIP1,protein_coding,Both
15030,Kidney,Fetal kidney,Normal cell,Immune cell,Natural killer T (NKT) cell,Natural killer cell,LRWD1,LRWD1,protein_coding,Both
15031,Kidney,Fetal kidney,Normal cell,Immune cell,Natural killer T (NKT) cell,Natural killer cell,LSM1,LSM1,protein_coding,Both
15032,Kidney,Fetal kidney,Normal cell,Immune cell,Natural killer T (NKT) cell,Natural killer cell,LSM14A,LSM14A,protein_coding,Both
15033,Kidney,Fetal kidney,Normal cell,Immune cell,Natural killer T (NKT) cell,Natural killer cell,LSM2,LSM2,protein_coding,Both
15034,Kidney,Fetal kidney,Normal cell,Immune cell,Natural killer T (NKT) cell,Natural killer cell,LSM3,LSM3,protein_coding,Both
15035,Kidney,Fetal kidney,Normal cell,Immune cell,Natural killer T (NKT) cell,Natural killer cell,LSM4,LSM4,protein_coding,Both
15036,Kidney,Fetal kidney,Normal cell,Immune cell,Natural killer T (NKT) cell,Natural killer cell,LSM5,LSM5,protein_coding,Both
15037,Kidney,Fetal kidney,Normal cell,Immune cell,Natural killer T (NKT) cell,Natural killer cell,LSM6,LSM6,protein_coding,Both
15038,Kidney,Fetal kidney,Normal cell,Immune cell,Natural killer T (NKT) cell,Natural killer cell,LSM7,LSM7,protein_coding,Both
15039,Kidney,Fetal kidney,Normal cell,Immune cell,Natural killer T (NKT) cell,Natural killer cell,LSM8,LSM8,protein_coding,Both
15040,Kidney,Fetal kidney,Normal cell,Immune cell,Natural killer T (NKT) cell,Natural killer cell,LSP1,LSP1,protein_coding,Both
15041,Kidney,Fetal kidney,Normal cell,Immune cell,Natural killer T (NKT) cell,Natural killer cell,LTA,LTA,protein_coding,Both
15042,Kidney,Fetal kidney,Normal cell,Immune cell,Natural killer T (NKT) cell,Natural killer cell,LTB,LTB,protein_coding,Both
15043,Kidney,Fetal kidney,Normal cell,Immune cell,Natural killer T (NKT) cell,Natural killer cell,LTB4R,LTB4R,protein_coding,Both
15044,Kidney,Fetal kidney,Normal cell,Immune cell,Natural killer T (NKT) cell,Natural killer cell,LTN1,LTN1,protein_coding,Both
15045,Kidney,Fetal kidney,Normal cell,Immune cell,Natural killer T (NKT) cell,Natural killer cell,LTV1,LTV1,protein_coding,Both
15046,Kidney,Fetal kidney,Normal cell,Immune cell,Natural killer T (NKT) cell,Natural killer cell,LUC7L,LUC7L,protein_coding,Both
15047,Kidney,Fetal kidney,Normal cell,Immune cell,Natural killer T (NKT) cell,Natural killer cell,LUC7L2,LUC7L2,protein_coding,Both
15048,Kidney,Fetal kidney,Normal cell,Immune cell,Natural killer T (NKT) cell,Natural killer cell,LUC7L3,LUC7L3,protein_coding,Both
15049,Kidney,Fetal kidney,Normal cell,Immune cell,Natural killer T (NKT) cell,Natural killer cell,LUM,LUM,protein_coding,Both
15050,Kidney,Fetal kidney,Normal cell,Immune cell,Natural killer T (NKT) cell,Natural killer cell,LUZP1,LUZP1,protein_coding,Both
15051,Kidney,Fetal kidney,Normal cell,Immune cell,Natural killer T (NKT) cell,Natural killer cell,LY6E,LY6E,protein_coding,Both
15052,Kidney,Fetal kidney,Normal cell,Immune cell,Natural killer T (NKT) cell,Natural killer cell,LY9,LY9,protein_coding,Both
15053,Kidney,Fetal kidney,Normal cell,Immune cell,Natural killer T (NKT) cell,Natural killer cell,LYAR,LYAR,protein_coding,Both
15054,Kidney,Fetal kidney,Normal cell,Immune cell,Natural killer T (NKT) cell,Natural killer cell,LYPLA1,LYPLA1,protein_coding,Both
15055,Kidney,Fetal kidney,Normal cell,Immune cell,Natural killer T (NKT) cell,Natural killer cell,LYPLA2,LYPLA2,protein_coding,Both
15056,Kidney,Fetal kidney,Normal cell,Immune cell,Natural killer T (NKT) cell,Natural killer cell,LYRM1,LYRM1,protein_coding,Both
15057,Kidney,Fetal kidney,Normal cell,Immune cell,Natural killer T (NKT) cell,Natural killer cell,LYRM2,LYRM2,protein_coding,Both
15058,Kidney,Fetal kidney,Normal cell,Immune cell,Natural killer T (NKT) cell,Natural killer cell,LYRM7,LYRM7,protein_coding,Both
15059,Kidney,Fetal kidney,Normal cell,Immune cell,Natural killer T (NKT) cell,Natural killer cell,LYSMD2,LYSMD2,protein_coding,Both
15060,Kidney,Fetal kidney,Normal cell,Immune cell,Natural killer T (NKT) cell,Natural killer cell,LYSMD3,LYSMD3,protein_coding,Both
15061,Kidney,Fetal kidney,Normal cell,Immune cell,Natural killer T (NKT) cell,Natural killer cell,LYST,LYST,protein_coding,Both
15062,Kidney,Fetal kidney,Normal cell,Immune cell,Natural killer T (NKT) cell,Natural killer cell,LZTFL1,LZTFL1,protein_coding,Both
15063,Kidney,Fetal kidney,Normal cell,Immune cell,Natural killer T (NKT) cell,Natural killer cell,M6PR,M6PR,protein_coding,Both
15064,Kidney,Fetal kidney,Normal cell,Immune cell,Natural killer T (NKT) cell,Natural killer cell,MACF1,MACF1,protein_coding,Both
15065,Kidney,Fetal kidney,Normal cell,Immune cell,Natural killer T (NKT) cell,Natural killer cell,H2AFY,MACROH2A1,protein_coding,Both
15066,Kidney,Fetal kidney,Normal cell,Immune cell,Natural killer T (NKT) cell,Natural killer cell,MAD1L1,MAD1L1,protein_coding,Both
15067,Kidney,Fetal kidney,Normal cell,Immune cell,Natural killer T (NKT) cell,Natural killer cell,MAEA,MAEA,protein_coding,Both
15068,Kidney,Fetal kidney,Normal cell,Immune cell,Natural killer T (NKT) cell,Natural killer cell,MAF1,MAF1,protein_coding,Both
15069,Kidney,Fetal kidney,Normal cell,Immune cell,Natural killer T (NKT) cell,Natural killer cell,MAFF,MAFF,protein_coding,Both
15070,Kidney,Fetal kidney,Normal cell,Immune cell,Natural killer T (NKT) cell,Natural killer cell,MAGED2,MAGED2,protein_coding,Both
15071,Kidney,Fetal kidney,Normal cell,Immune cell,Natural killer T (NKT) cell,Natural killer cell,MAGEH1,MAGEH1,protein_coding,Both
15072,Kidney,Fetal kidney,Normal cell,Immune cell,Natural killer T (NKT) cell,Natural killer cell,MAGOH,MAGOH,protein_coding,Both
15073,Kidney,Fetal kidney,Normal cell,Immune cell,Natural killer T (NKT) cell,Natural killer cell,MAGT1,MAGT1,protein_coding,Both
15074,Kidney,Fetal kidney,Normal cell,Immune cell,Natural killer T (NKT) cell,Natural killer cell,MALT1,MALT1,protein_coding,Both
15075,Kidney,Fetal kidney,Normal cell,Immune cell,Natural killer T (NKT) cell,Natural killer cell,MAN1A2,MAN1A2,protein_coding,Both
15076,Kidney,Fetal kidney,Normal cell,Immune cell,Natural killer T (NKT) cell,Natural killer cell,MANF,MANF,protein_coding,Both
15077,Kidney,Fetal kidney,Normal cell,Immune cell,Natural killer T (NKT) cell,Natural killer cell,MAP1LC3A,MAP1LC3A,protein_coding,Both
15078,Kidney,Fetal kidney,Normal cell,Immune cell,Natural killer T (NKT) cell,Natural killer cell,MAP1LC3B,MAP1LC3B,protein_coding,Both
15079,Kidney,Fetal kidney,Normal cell,Immune cell,Natural killer T (NKT) cell,Natural killer cell,MAP1LC3B2,MAP1LC3B2,protein_coding,Both
15080,Kidney,Fetal kidney,Normal cell,Immune cell,Natural killer T (NKT) cell,Natural killer cell,MAP2K1,MAP2K1,protein_coding,Both
15081,Kidney,Fetal kidney,Normal cell,Immune cell,Natural killer T (NKT) cell,Natural killer cell,MAP2K2,MAP2K2,protein_coding,Both
15082,Kidney,Fetal kidney,Normal cell,Immune cell,Natural killer T (NKT) cell,Natural killer cell,MAP2K3,MAP2K3,protein_coding,Both
15083,Kidney,Fetal kidney,Normal cell,Immune cell,Natural killer T (NKT) cell,Natural killer cell,MAP2K5,MAP2K5,protein_coding,Both
15084,Kidney,Fetal kidney,Normal cell,Immune cell,Natural killer T (NKT) cell,Natural killer cell,MAP2K7,MAP2K7,protein_coding,Both
15085,Kidney,Fetal kidney,Normal cell,Immune cell,Natural killer T (NKT) cell,Natural killer cell,MAP3K11,MAP3K11,protein_coding,Both
