,tissue_class,tissue_type,cancer_type,cell_type,cell_state,full_cell_name,marker,Symbol,Genetype,sex,,,,,
14785,Kidney,Fetal kidney,Normal cell,Immune cell,Natural killer T (NKT) cell,Natural killer cell,KIF21B,KIF21B,protein_coding,Both,,,,,
14786,Kidney,Fetal kidney,Normal cell,Immune cell,Natural killer T (NKT) cell,Natural killer cell,KIF2A,KIF2A,protein_coding,Both,,,,,
14787,Kidney,Fetal kidney,Normal cell,Immune cell,Natural killer T (NKT) cell,Natural killer cell,KIF5B,KIF5B,protein_coding,Both,,,,,
14788,Kidney,Fetal kidney,Normal cell,Immune cell,Natural killer T (NKT) cell,Natural killer cell,KIFAP3,KIFAP3,protein_coding,Both,,,,,
14789,Kidney,Fetal kidney,Normal cell,Immune cell,Natural killer T (NKT) cell,Natural killer cell,KIFC1,KIFC1,protein_coding,Both,,,,,
14790,Kidney,Fetal kidney,Normal cell,Immune cell,Natural killer T (NKT) cell,Natural killer cell,KIT,KIT,protein_coding,Both,,,,,
14791,Kidney,Fetal kidney,Normal cell,Immune cell,Natural killer T (NKT) cell,Natural killer cell,KLF10,KLF10,protein_coding,Both,,,,,
14792,Kidney,Fetal kidney,Normal cell,Immune cell,Natural killer T (NKT) cell,Natural killer cell,KLF12,KLF12,protein_coding,Both,,,,,
14793,Kidney,Fetal kidney,Normal cell,Immune cell,Natural killer T (NKT) cell,Natural killer cell,KLF13,KLF13,protein_coding,Both,,,,,
14794,Kidney,Fetal kidney,Normal cell,Immune cell,Natural killer T (NKT) cell,Natural killer cell,KLF3,KLF3,protein_coding,Both,,,,,
14795,Kidney,Fetal kidney,Normal cell,Immune cell,Natural killer T (NKT) cell,Natural killer cell,KLF6,KLF6,protein_coding,Both,,,,,
14796,Kidney,Fetal kidney,Normal cell,Immune cell,Natural killer T (NKT) cell,Natural killer cell,KLHDC2,KLHDC2,protein_coding,Both,,,,,
14797,Kidney,Fetal kidney,Normal cell,Immune cell,Natural killer T (NKT) cell,Natural killer cell,KLHDC3,KLHDC3,protein_coding,Both,,,,,
14798,Kidney,Fetal kidney,Normal cell,Immune cell,Natural killer T (NKT) cell,Natural killer cell,KLHDC4,KLHDC4,protein_coding,Both,,,,,
14799,Kidney,Fetal kidney,Normal cell,Immune cell,Natural killer T (NKT) cell,Natural killer cell,KLHL20,KLHL20,protein_coding,Both,,,,,
14800,Kidney,Fetal kidney,Normal cell,Immune cell,Natural killer T (NKT) cell,Natural killer cell,KLHL24,KLHL24,protein_coding,Both,,,,,
14801,Kidney,Fetal kidney,Normal cell,Immune cell,Natural killer T (NKT) cell,Natural killer cell,KLHL28,KLHL28,protein_coding,Both,,,,,
14802,Kidney,Fetal kidney,Normal cell,Immune cell,Natural killer T (NKT) cell,Natural killer cell,KLHL36,KLHL36,protein_coding,Both,,,,,
14803,Kidney,Fetal kidney,Normal cell,Immune cell,Natural killer T (NKT) cell,Natural killer cell,KLHL6,KLHL6,protein_coding,Both,,,,,
14804,Kidney,Fetal kidney,Normal cell,Immune cell,Natural killer T (NKT) cell,Natural killer cell,KLRC4,KLRC4,protein_coding,Both,,,,,
14805,Kidney,Fetal kidney,Normal cell,Immune cell,Natural killer T (NKT) cell,Natural killer cell,KMT2A,KMT2A,protein_coding,Both,,,,,
14806,Kidney,Fetal kidney,Normal cell,Immune cell,Natural killer T (NKT) cell,Natural killer cell,KMT2C,KMT2C,protein_coding,Both,,,,,
14807,Kidney,Fetal kidney,Normal cell,Immune cell,Natural killer T (NKT) cell,Natural killer cell,KMT2E,KMT2E,protein_coding,Both,,,,,
14808,Kidney,Fetal kidney,Normal cell,Immune cell,Natural killer T (NKT) cell,Natural killer cell,KMT5C,KMT5C,protein_coding,Both,,,,,
14809,Kidney,Fetal kidney,Normal cell,Immune cell,Natural killer T (NKT) cell,Natural killer cell,KPNA2,KPNA2,protein_coding,Both,,,,,
14810,Kidney,Fetal kidney,Normal cell,Immune cell,Natural killer T (NKT) cell,Natural killer cell,KPNA3,KPNA3,protein_coding,Both,,,,,
14811,Kidney,Fetal kidney,Normal cell,Immune cell,Natural killer T (NKT) cell,Natural killer cell,KPNA4,KPNA4,protein_coding,Both,,,,,
14812,Kidney,Fetal kidney,Normal cell,Immune cell,Natural killer T (NKT) cell,Natural killer cell,KPNB1,KPNB1,protein_coding,Both,,,,,
14813,Kidney,Fetal kidney,Normal cell,Immune cell,Natural killer T (NKT) cell,Natural killer cell,KPTN,KPTN,protein_coding,Both,,,,,
14814,Kidney,Fetal kidney,Normal cell,Immune cell,Natural killer T (NKT) cell,Natural killer cell,KRI1,KRI1,protein_coding,Both,,,,,
14815,Kidney,Fetal kidney,Normal cell,Immune cell,Natural killer T (NKT) cell,Natural killer cell,KRIT1,KRIT1,protein_coding,Both,,,,,
14816,Kidney,Fetal kidney,Normal cell,Immune cell,Natural killer T (NKT) cell,Natural killer cell,KRR1,KRR1,protein_coding,Both,,,,,
14817,Kidney,Fetal kidney,Normal cell,Immune cell,Natural killer T (NKT) cell,Natural killer cell,KRT10,KRT10,protein_coding,Both,,,,,
14818,Kidney,Fetal kidney,Normal cell,Immune cell,Natural killer T (NKT) cell,Natural killer cell,TMEM99,KRT10-AS1,lncRNA,Both,,,,,
14819,Kidney,Fetal kidney,Normal cell,Immune cell,Natural killer T (NKT) cell,Natural killer cell,KRT2,KRT2,protein_coding,Both,,,,,
14820,Kidney,Fetal kidney,Normal cell,Immune cell,Natural killer T (NKT) cell,Natural killer cell,KRT23,KRT23,protein_coding,Both,,,,,
14821,Kidney,Fetal kidney,Normal cell,Immune cell,Natural killer T (NKT) cell,Natural killer cell,KRT72,KRT72,protein_coding,Both,,,,,
14822,Kidney,Fetal kidney,Normal cell,Immune cell,Natural killer T (NKT) cell,Natural killer cell,KRT73,KRT73,protein_coding,Both,,,,,
14823,Kidney,Fetal kidney,Normal cell,Immune cell,Natural killer T (NKT) cell,Natural killer cell,KRT81,KRT81,protein_coding,Both,,,,,
14824,Kidney,Fetal kidney,Normal cell,Immune cell,Natural killer T (NKT) cell,Natural killer cell,KRT86,KRT86,protein_coding,Both,,,,,
14825,Kidney,Fetal kidney,Normal cell,Immune cell,Natural killer T (NKT) cell,Natural killer cell,KRTCAP2,KRTCAP2,protein_coding,Both,,,,,
14826,Kidney,Fetal kidney,Normal cell,Immune cell,Natural killer T (NKT) cell,Natural killer cell,KTN1,KTN1,protein_coding,Both,,,,,
14827,Kidney,Fetal kidney,Normal cell,Immune cell,Natural killer T (NKT) cell,Natural killer cell,KXD1,KXD1,protein_coding,Both,,,,,
14828,Kidney,Fetal kidney,Normal cell,Immune cell,Natural killer T (NKT) cell,Natural killer cell,LACTB,LACTB,protein_coding,Both,,,,,
14829,Kidney,Fetal kidney,Normal cell,Immune cell,Natural killer T (NKT) cell,Natural killer cell,LAGE3,LAGE3,protein_coding,Both,,,,,
14830,Kidney,Fetal kidney,Normal cell,Immune cell,Natural killer T (NKT) cell,Natural killer cell,LAIR2,LAIR2,protein_coding,Both,,,,,
14831,Kidney,Fetal kidney,Normal cell,Immune cell,Natural killer T (NKT) cell,Natural killer cell,LAMP1,LAMP1,protein_coding,Both,,,,,
14832,Kidney,Fetal kidney,Normal cell,Immune cell,Natural killer T (NKT) cell,Natural killer cell,LAMTOR1,LAMTOR1,protein_coding,Both,,,,,
14833,Kidney,Fetal kidney,Normal cell,Immune cell,Natural killer T (NKT) cell,Natural killer cell,LAMTOR2,LAMTOR2,protein_coding,Both,,,,,
14834,Kidney,Fetal kidney,Normal cell,Immune cell,Natural killer T (NKT) cell,Natural killer cell,LAMTOR4,LAMTOR4,protein_coding,Both,,,,,
14835,Kidney,Fetal kidney,Normal cell,Immune cell,Natural killer T (NKT) cell,Natural killer cell,LAMTOR5,LAMTOR5,protein_coding,Both,,,,,
14836,Kidney,Fetal kidney,Normal cell,Immune cell,Natural killer T (NKT) cell,Natural killer cell,LANCL2,LANCL2,protein_coding,Both,,,,,
14837,Kidney,Fetal kidney,Normal cell,Immune cell,Natural killer T (NKT) cell,Natural killer cell,LAPTM4A,LAPTM4A,protein_coding,Both,,,,,
14838,Kidney,Fetal kidney,Normal cell,Immune cell,Natural killer T (NKT) cell,Natural killer cell,LAPTM5,LAPTM5,protein_coding,Both,,,,,
14839,Kidney,Fetal kidney,Normal cell,Immune cell,Natural killer T (NKT) cell,Natural killer cell,LARP7,LARP7,protein_coding,Both,,,,,
14840,Kidney,Fetal kidney,Normal cell,Immune cell,Natural killer T (NKT) cell,Natural killer cell,LARS,LARS1,protein_coding,Both,,,,,
14841,Kidney,Fetal kidney,Normal cell,Immune cell,Natural killer T (NKT) cell,Natural killer cell,LAS1L,LAS1L,protein_coding,Both,,,,,
14842,Kidney,Fetal kidney,Normal cell,Immune cell,Natural killer T (NKT) cell,Natural killer cell,LASP1,LASP1,protein_coding,Both,,,,,
14844,Kidney,Fetal kidney,Normal cell,Immune cell,Natural killer T (NKT) cell,Natural killer cell,LAT,LAT,protein_coding,Both,,,,,
14845,Kidney,Fetal kidney,Normal cell,Immune cell,Natural killer T (NKT) cell,Natural killer cell,LAT2,LAT2,protein_coding,Both,,,,,
14846,Kidney,Fetal kidney,Normal cell,Immune cell,Natural killer T (NKT) cell,Natural killer cell,LATS2-AS1,LATS2-AS1,lncRNA,Both,,,,,
14847,Kidney,Fetal kidney,Normal cell,Immune cell,Natural killer T (NKT) cell,Natural killer cell,LAX1,LAX1,protein_coding,Both,,,,,
14848,Kidney,Fetal kidney,Normal cell,Immune cell,Natural killer T (NKT) cell,Natural killer cell,LBH,LBH,protein_coding,Both,,,,,
14849,Kidney,Fetal kidney,Normal cell,Immune cell,Natural killer T (NKT) cell,Natural killer cell,LBR,LBR,protein_coding,Both,,,,,
14850,Kidney,Fetal kidney,Normal cell,Immune cell,Natural killer T (NKT) cell,Natural killer cell,LCK,LCK,protein_coding,Both,,,,,
14851,Kidney,Fetal kidney,Normal cell,Immune cell,Natural killer T (NKT) cell,Natural killer cell,LCP1,LCP1,protein_coding,Both,,,,,
14852,Kidney,Fetal kidney,Normal cell,Immune cell,Natural killer T (NKT) cell,Natural killer cell,LDB2,LDB2,protein_coding,Both,,,,,
14853,Kidney,Fetal kidney,Normal cell,Immune cell,Natural killer T (NKT) cell,Natural killer cell,LDHA,LDHA,protein_coding,Both,,,,,
14854,Kidney,Fetal kidney,Normal cell,Immune cell,Natural killer T (NKT) cell,Natural killer cell,LDHB,LDHB,protein_coding,Both,,,,,
14856,Kidney,Fetal kidney,Normal cell,Immune cell,Natural killer T (NKT) cell,Natural killer cell,LEF1,LEF1,protein_coding,Both,,,,,
14857,Kidney,Fetal kidney,Normal cell,Immune cell,Natural killer T (NKT) cell,Natural killer cell,LENG1,LENG1,protein_coding,Both,,,,,
14858,Kidney,Fetal kidney,Normal cell,Immune cell,Natural killer T (NKT) cell,Natural killer cell,LEO1,LEO1,protein_coding,Both,,,,,
14859,Kidney,Fetal kidney,Normal cell,Immune cell,Natural killer T (NKT) cell,Natural killer cell,LEPROTL1,LEPROTL1,protein_coding,Both,,,,,
14860,Kidney,Fetal kidney,Normal cell,Immune cell,Natural killer T (NKT) cell,Natural killer cell,LETMD1,LETMD1,protein_coding,Both,,,,,
14861,Kidney,Fetal kidney,Normal cell,Immune cell,Natural killer T (NKT) cell,Natural killer cell,LGALS1,LGALS1,protein_coding,Both,,,,,
14862,Kidney,Fetal kidney,Normal cell,Immune cell,Natural killer T (NKT) cell,Natural killer cell,LIAS,LIAS,protein_coding,Both,,,,,
14863,Kidney,Fetal kidney,Normal cell,Immune cell,Natural killer T (NKT) cell,Natural killer cell,LIF,LIF,protein_coding,Both,,,,,
14864,Kidney,Fetal kidney,Normal cell,Immune cell,Natural killer T (NKT) cell,Natural killer cell,LIG3,LIG3,protein_coding,Both,,,,,
14865,Kidney,Fetal kidney,Normal cell,Immune cell,Natural killer T (NKT) cell,Natural killer cell,LIMD2,LIMD2,protein_coding,Both,,,,,
14866,Kidney,Fetal kidney,Normal cell,Immune cell,Natural killer T (NKT) cell,Natural killer cell,LIN52,LIN52,protein_coding,Both,,,,,
14867,Kidney,Fetal kidney,Normal cell,Immune cell,Natural killer T (NKT) cell,Natural killer cell,LINC00299,LINC00299,lncRNA,Both,,,,,
14868,Kidney,Fetal kidney,Normal cell,Immune cell,Natural killer T (NKT) cell,Natural killer cell,LINC00426,LINC00426,lncRNA,Both,,,,,
14869,Kidney,Fetal kidney,Normal cell,Immune cell,Natural killer T (NKT) cell,Natural killer cell,LINC00539,LINC00539,lncRNA,Both,,,,,
14870,Kidney,Fetal kidney,Normal cell,Immune cell,Natural killer T (NKT) cell,Natural killer cell,LINC00623,LINC00623,lncRNA,Both,,,,,
14871,Kidney,Fetal kidney,Normal cell,Immune cell,Natural killer T (NKT) cell,Natural killer cell,LINC00649,LINC00649,lncRNA,Both,,,,,
14872,Kidney,Fetal kidney,Normal cell,Immune cell,Natural killer T (NKT) cell,Natural killer cell,LINC00665,LINC00665,lncRNA,Both,,,,,
14873,Kidney,Fetal kidney,Normal cell,Immune cell,Natural killer T (NKT) cell,Natural killer cell,LINC00672,LINC00672,protein_coding,Both,,,,,
14874,Kidney,Fetal kidney,Normal cell,Immune cell,Natural killer T (NKT) cell,Natural killer cell,LINC00861,LINC00861,lncRNA,Both,,,,,
14875,Kidney,Fetal kidney,Normal cell,Immune cell,Natural killer T (NKT) cell,Natural killer cell,LINC01116,LINC01116,lncRNA,Both,,,,,
14876,Kidney,Fetal kidney,Normal cell,Immune cell,Natural killer T (NKT) cell,Natural killer cell,LINC01138,LINC01138,lncRNA,Both,,,,,
14877,Kidney,Fetal kidney,Normal cell,Immune cell,Natural killer T (NKT) cell,Natural killer cell,LINC01588,LINC01588,lncRNA,Both,,,,,
14878,Kidney,Fetal kidney,Normal cell,Immune cell,Natural killer T (NKT) cell,Natural killer cell,LINC01597,LINC01597,lncRNA,Both,,,,,
14879,Kidney,Fetal kidney,Normal cell,Immune cell,Natural killer T (NKT) cell,Natural killer cell,C5orf17,LINC02899,lncRNA,Both,,,,,
14880,Kidney,Fetal kidney,Normal cell,Immune cell,Natural killer T (NKT) cell,Natural killer cell,LINC-PINT,LINC-PINT,lncRNA,Both,,,,,
14881,Kidney,Fetal kidney,Normal cell,Immune cell,Natural killer T (NKT) cell,Natural killer cell,LINGO2,LINGO2,protein_coding,Both,,,,,
14882,Kidney,Fetal kidney,Normal cell,Immune cell,Natural killer T (NKT) cell,Natural killer cell,LINGO4,LINGO4,protein_coding,Both,,,,,
14883,Kidney,Fetal kidney,Normal cell,Immune cell,Natural killer T (NKT) cell,Natural killer cell,LINS1,LINS1,protein_coding,Both,,,,,
14884,Kidney,Fetal kidney,Normal cell,Immune cell,Natural killer T (NKT) cell,Natural killer cell,LITAF,LITAF,protein_coding,Both,,,,,
14885,Kidney,Fetal kidney,Normal cell,Immune cell,Natural killer T (NKT) cell,Natural killer cell,LLGL2,LLGL2,protein_coding,Both,,,,,
14886,Kidney,Fetal kidney,Normal cell,Immune cell,Natural killer T (NKT) cell,Natural killer cell,LLPH,LLPH,protein_coding,Both,,,,,
14887,Kidney,Fetal kidney,Normal cell,Immune cell,Natural killer T (NKT) cell,Natural killer cell,LMAN2,LMAN2,protein_coding,Both,,,,,
14888,Kidney,Fetal kidney,Normal cell,Immune cell,Natural killer T (NKT) cell,Natural killer cell,LMBR1L,LMBR1L,protein_coding,Both,,,,,
14889,Kidney,Fetal kidney,Normal cell,Immune cell,Natural killer T (NKT) cell,Natural killer cell,LMBRD1,LMBRD1,protein_coding,Both,,,,,
14890,Kidney,Fetal kidney,Normal cell,Immune cell,Natural killer T (NKT) cell,Natural killer cell,LMF2,LMF2,protein_coding,Both,,,,,
14896,Kidney,Fetal kidney,Normal cell,Immune cell,Natural killer T (NKT) cell,Natural killer cell,LMNA,LMNA,protein_coding,Both,,,,,
14897,Kidney,Fetal kidney,Normal cell,Immune cell,Natural killer T (NKT) cell,Natural killer cell,LMNB1,LMNB1,protein_coding,Both,,,,,
14898,Kidney,Fetal kidney,Normal cell,Immune cell,Natural killer T (NKT) cell,Natural killer cell,LMNTD1,LMNTD1,protein_coding,Both,,,,,
14899,Kidney,Fetal kidney,Normal cell,Immune cell,Natural killer T (NKT) cell,Natural killer cell,LMOD3,LMOD3,protein_coding,Both,,,,,
14900,Kidney,Fetal kidney,Normal cell,Immune cell,Natural killer T (NKT) cell,Natural killer cell,LNPEP,LNPEP,protein_coding,Both,,,,,
14901,Kidney,Fetal kidney,Normal cell,Immune cell,Natural killer T (NKT) cell,Natural killer cell,LONP2,LONP2,protein_coding,Both,,,,,
14902,Kidney,Fetal kidney,Normal cell,Immune cell,Natural killer T (NKT) cell,Natural killer cell,LPCAT1,LPCAT1,protein_coding,Both,,,,,
14903,Kidney,Fetal kidney,Normal cell,Immune cell,Natural killer T (NKT) cell,Natural killer cell,LPCAT4,LPCAT4,protein_coding,Both,,,,,
14904,Kidney,Fetal kidney,Normal cell,Immune cell,Natural killer T (NKT) cell,Natural killer cell,LPIN1,LPIN1,protein_coding,Both,,,,,
14905,Kidney,Fetal kidney,Normal cell,Immune cell,Natural killer T (NKT) cell,Natural killer cell,LPIN2,LPIN2,protein_coding,Both,,,,,
14906,Kidney,Fetal kidney,Normal cell,Immune cell,Natural killer T (NKT) cell,Natural killer cell,LPP-AS2,LPP-AS2,lncRNA,Both,,,,,
14907,Kidney,Fetal kidney,Normal cell,Immune cell,Natural killer T (NKT) cell,Natural killer cell,LPXN,LPXN,protein_coding,Both,,,,,
14908,Kidney,Fetal kidney,Normal cell,Immune cell,Natural killer T (NKT) cell,Natural killer cell,LRBA,LRBA,protein_coding,Both,,,,,
14909,Kidney,Fetal kidney,Normal cell,Immune cell,Natural killer T (NKT) cell,Natural killer cell,LRCH4,LRCH4,protein_coding,Both,,,,,
14914,Kidney,Fetal kidney,Normal cell,Immune cell,Natural killer T (NKT) cell,Natural killer cell,LRP10,LRP10,protein_coding,Both,,,,,
14920,Kidney,Fetal kidney,Normal cell,Immune cell,Natural killer T (NKT) cell,Natural killer cell,LRPAP1,LRPAP1,protein_coding,Both,,,,,
14921,Kidney,Fetal kidney,Normal cell,Immune cell,Natural killer T (NKT) cell,Natural killer cell,LRPPRC,LRPPRC,protein_coding,Both,,,,,
14922,Kidney,Fetal kidney,Normal cell,Immune cell,Natural killer T (NKT) cell,Natural killer cell,LRRC40,LRRC40,protein_coding,Both,,,,,
14923,Kidney,Fetal kidney,Normal cell,Immune cell,Natural killer T (NKT) cell,Natural killer cell,LRRC43,LRRC43,protein_coding,Both,,,,,
14924,Kidney,Fetal kidney,Normal cell,Immune cell,Natural killer T (NKT) cell,Natural killer cell,LRRC45,LRRC45,protein_coding,Both,,,,,
14925,Kidney,Fetal kidney,Normal cell,Immune cell,Natural killer T (NKT) cell,Natural killer cell,LRRC47,LRRC47,protein_coding,Both,,,,,
14926,Kidney,Fetal kidney,Normal cell,Immune cell,Natural killer T (NKT) cell,Natural killer cell,LRRC59,LRRC59,protein_coding,Both,,,,,
14927,Kidney,Fetal kidney,Normal cell,Immune cell,Natural killer T (NKT) cell,Natural killer cell,LRRC75A,LRRC75A,protein_coding,Both,,,,,
14928,Kidney,Fetal kidney,Normal cell,Immune cell,Natural killer T (NKT) cell,Natural killer cell,LRRFIP1,LRRFIP1,protein_coding,Both,,,,,
14929,Kidney,Fetal kidney,Normal cell,Immune cell,Natural killer T (NKT) cell,Natural killer cell,LRWD1,LRWD1,protein_coding,Both,,,,,
14930,Kidney,Fetal kidney,Normal cell,Immune cell,Natural killer T (NKT) cell,Natural killer cell,LSM1,LSM1,protein_coding,Both,,,,,
14931,Kidney,Fetal kidney,Normal cell,Immune cell,Natural killer T (NKT) cell,Natural killer cell,LSM14A,LSM14A,protein_coding,Both,,,,,
14932,Kidney,Fetal kidney,Normal cell,Immune cell,Natural killer T (NKT) cell,Natural killer cell,LSM2,LSM2,protein_coding,Both,,,,,
14933,Kidney,Fetal kidney,Normal cell,Immune cell,Natural killer T (NKT) cell,Natural killer cell,LSM3,LSM3,protein_coding,Both,,,,,
14934,Kidney,Fetal kidney,Normal cell,Immune cell,Natural killer T (NKT) cell,Natural killer cell,LSM4,LSM4,protein_coding,Both,,,,,
14935,Kidney,Fetal kidney,Normal cell,Immune cell,Natural killer T (NKT) cell,Natural killer cell,LSM5,LSM5,protein_coding,Both,,,,,
14936,Kidney,Fetal kidney,Normal cell,Immune cell,Natural killer T (NKT) cell,Natural killer cell,LSM6,LSM6,protein_coding,Both,,,,,
14937,Kidney,Fetal kidney,Normal cell,Immune cell,Natural killer T (NKT) cell,Natural killer cell,LSM7,LSM7,protein_coding,Both,,,,,
14938,Kidney,Fetal kidney,Normal cell,Immune cell,Natural killer T (NKT) cell,Natural killer cell,LSM8,LSM8,protein_coding,Both,,,,,
14939,Kidney,Fetal kidney,Normal cell,Immune cell,Natural killer T (NKT) cell,Natural killer cell,LSP1,LSP1,protein_coding,Both,,,,,
14940,Kidney,Fetal kidney,Normal cell,Immune cell,Natural killer T (NKT) cell,Natural killer cell,LTA,LTA,protein_coding,Both,,,,,
14941,Kidney,Fetal kidney,Normal cell,Immune cell,Natural killer T (NKT) cell,Natural killer cell,LTB,LTB,protein_coding,Both,,,,,
14942,Kidney,Fetal kidney,Normal cell,Immune cell,Natural killer T (NKT) cell,Natural killer cell,LTB4R,LTB4R,protein_coding,Both,,,,,
14943,Kidney,Fetal kidney,Normal cell,Immune cell,Natural killer T (NKT) cell,Natural killer cell,LTN1,LTN1,protein_coding,Both,,,,,
14944,Kidney,Fetal kidney,Normal cell,Immune cell,Natural killer T (NKT) cell,Natural killer cell,LTV1,LTV1,protein_coding,Both,,,,,
14945,Kidney,Fetal kidney,Normal cell,Immune cell,Natural killer T (NKT) cell,Natural killer cell,LUC7L,LUC7L,protein_coding,Both,,,,,
14946,Kidney,Fetal kidney,Normal cell,Immune cell,Natural killer T (NKT) cell,Natural killer cell,LUC7L2,LUC7L2,protein_coding,Both,,,,,
14947,Kidney,Fetal kidney,Normal cell,Immune cell,Natural killer T (NKT) cell,Natural killer cell,LUC7L3,LUC7L3,protein_coding,Both,,,,,
